source_type,source_url,source_capture_utc,jurisdiction,permit_or_record_id,record_status,record_date,record_date_iso,project_address,project_city,project_state,description_raw,contractor_name_raw,contractor_name_normalized,dedupe_key,lift_probability_score,score_hits,recency_ok
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101064740,active,2025-05-13,2025-05-13,2314 W ARTHUR AVE,Chicago,IL,"SC 2019 CBC ERECT A 4 STORY 4 DWELLING UNIT TYPE IIIA MASONRY BUILDING WITH NO BASEMENT AND REAR 3 UNENCLOSED PARKING STALLS AT GRADE, AS PER PLANS. R2 OCCUPANCY CLASSIFICATION. REPORTED_COST:1100000","SITEPRO SERVICES, INC.","sitepro services,.",4fa0ff49e9a815e500dff2910c62cc4b02c3be53,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101071227,active,2025-08-28,2025-08-28,2677 N ORCHARD ST,Chicago,IL,"SC 2019 CBC ERECT A 3 STORY 4 DWELLING UNIT TYPE IIIA MASONRY BUILDING WITH A BASEMENT, TWO PRIVATE OCCUPIABLE PROPOSED ROOF DECKS, WITH PERGOLAS ON EACH SIDE AND TWO STAIR ENCLOSURES, REAR COVERED DECKS 5 FOOT HIGH WROUGH IRON FENCE AT THE FRONT OF THE PROPERTY, 6-FOOT-HIGH PRIVATE WOOD FENCE AND A DETACHED 6 CAR GARAGE WITH A ROOF DECK, PERGOLAS ON EACH SIDE AND TWO ACCESSORY STAIRS, AS PER PLANS. R2 OCCUPANCY CLASSIFICATION. REPORTED_COST:1100000",PROMISED LAND DEVELOPMENT,promised land development,78287ae50b201962fc07177717eae33f5b9879c8,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070783,active,2025-09-09,2025-09-09,914 W FLETCHER ST,Chicago,IL,"PROPOSED 4 STORY/3 UNIT RESIDENCE W/BASEMENT, ROOF DECK/ENCLOSURE, FRONT/REAR PORCHES, FRONT IRON FENCE, REAR 3 STORY STAIR, AND 3 CAR GARAGE W/ROOF DECK, PER PLANS. ADMINISTRATIVE ADJUSTMENT #25-163 TO REDUCE THE REQUIRED FRONT SETBACK APPROVED 08.07.2025. REPORTED_COST:1100000",PROMISED LAND DEVELOPMENT,promised land development,540a286688fa0e1edce0c6d95768af6ce9f2d31d,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101064956,active,2025-05-30,2025-05-30,2966 N OAKLEY AVE,Chicago,IL,SELF CERT 2019 CHICAGO CONSTRUCTION CODE - CONSTRUCT A NEW THREE STORY PLUS BASEMENT TWO UNIT RESIDENTIAL BUILDING PER PLANS. CONSTRUCTION CLASS VA OCCUPANCY CLASS R5 CONSTRUCT A TWO CAR MASONRY DETACHED GARAGE WITH A ROOF DECK PER PLANS REPORTED_COST:1100000,"RYE BUILDERS, INC.","rye builders,.",6c7304bd15637caa08231771ea3cbbf5ecc1a120,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101064840,active,2025-11-13,2025-11-13,2863 W 21ST ST,Chicago,IL,"SPR 2019 CBC ERECT A 3 STORY, 9 DWELLING UNIT TYPE IIIA MASONRY BUILDING WITH A SPRINKLER SYSTEM, BASEMENT, NEW EXTERIOR STAIRS AT THE EAST SIDE OF THE PROPERTY, 5' PRIVACY WOOD FENCE AND AN INTERIOR TRASH ENCLOSURE, PROPOSED EXCAVATION AS PER ARCHITECTURAL PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS ** REPORTED_COST:1100000","HALO MASONRY & CONSTRUCTION, INC.","halo masonry & construction,.",ea86eb01c0c46f09182ae1eaabe9e66ac1ba5ced,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101057995,active,2025-03-05,2025-03-05,462 E NORTH WATER ST,Chicago,IL,"DDS 2019 CBC: REVISION TO PERMITS 100960347 AND 101019092. REVISIONS INCLUDE REVISION OF SELECT CAISSONS FROM BELLED TO T.O. ROCK DUE TO CONDITIONS ENCOUNTERED ON SITE, REVISION TO LOCATION OF PROPOSED ERS, REVISION TO BASEMENT STRUCTURAL DESIGN. ADDITIONAL STRUCTURAL UPDATES PER PLANS. (OCC GROUPS R-2, S-2, A-2, A-3, B; CONST TYPE I-A) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING REPORTED_COST:1097656",LR CONTRACTING COMPANY,lr contracting,a8fe30ac306cc29a4d465dabac6f5fada26bffdd,6,"generator_or_ups,indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101065244,active,2025-06-03,2025-06-03,1073 W POLK ST,Chicago,IL,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR 3 STORY 3 D.U. BUILDING WITH BASEMENT, FRONT BALCONY AT 2ND/3RD STORY, REAR STAIR AT 1ST/2ND/3RD STORY , 2 EXTERIOR PARKING SPACES ON CONCRETE PAD AS PER PLAN (OCCUPANCY GROUP R-5, TYPE VA CONSTRUCTION). REPORTED_COST:1093350",OSIRIS CONSTRUCTION INC,osiris construction,c187fe2b31ea31d67b2b4995a2781cd4bcbf6bd1,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101062763,active,2025-06-16,2025-06-16,1065 W POLK ST,Chicago,IL,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR 3 STORY 3 D.U. BUILDING WITH BASEMENT, FRONT BALCONY AT 2ND/3RD STORY, REAR STAIR AT 1ST/2ND/3RD STORY, 2 EXTERIOR PARKING SPACES ON CONCRETE PAD AS PER PLAN (OCCUPANCY GROUP R-5, TYPE VA CONSTRUCTION). REPORTED_COST:1093350",OSIRIS CONSTRUCTION INC,osiris construction,6448986cd48bafe731798ad5dece870dd35f1e55,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101065152,active,2025-04-25,2025-04-25,6302 S CHAMPLAIN AVE,Chicago,IL,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR 2 STORY 3 D.U. BUILDING, 1ST RETAIL, 1 CAR GARAGE AT 1ST FLOOR, 1 EXTERIOR PARKING SPACE ON CONCRETE PAD, 6' HIGH 8'-6"" BY 3' MASONRY TRASH ENCLOSURE, ENTIRE BUILDING SPRINKLERED (OCCUPANCY GROUP R-2, M, U, TYPE IIIA CONSTRUCTION). REPORTED_COST:1076250","GREENLINE HOMES, LLC.","greenline homes,.",ee19fd6671f13e6a9c62dc0e53c53610d61458cb,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070438,active,2025-08-20,2025-08-20,422 E 50TH PL,Chicago,IL,ERECT NEW (3) STORY RESIDENTIAL BUILDING AND ONE STORY DETACHED RESIDENTIAL GARAGE. (6) RESIDENTIAL UNITS. TYPE III-A CONSTRUCTION REPORTED_COST:1052700,METROPOLE HOLDINGS LLC,metropole holdings,05a31100d156a5b97d95274f9db1846898cf9a77,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070436,active,2025-09-09,2025-09-09,400 E 50TH PL,Chicago,IL,ERECT NEW (3) STORY RESIDENTIAL BUILDING AND ONE STORY DETACHED RESIDENTIAL GARAGE. (6) RESIDENTIAL UNITS. TYPE III-A CONSTRUCTION REPORTED_COST:1052700,METROPOLE HOLDINGS LLC,metropole holdings,9aefd4691a7bcf91de1325cd6ac119d47a73900f,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070437,active,2025-10-08,2025-10-08,408 E 50TH PL,Chicago,IL,"SELF-CERTIFICATION 2019 CBC: ERECT NEW (3) STORY RESIDENTIAL BUILDING WITH 6'-0 H. MASONRY TRASH ENCLOSURE, (4) METAL BALCONIES AT REAR OF BUILDING (3) EXTERIOR PARKING SPACE AND (1) STORY (3) CAR DETACHED RESIDENTIAL GARAGE. (6) RESIDENTIAL UNITS. TYPE III-A CONSTRUCTION REPORTED_COST:1052700",METROPOLE HOLDINGS LLC,metropole holdings,a2a4975f0b9b142a7771b9cbf252d82f18b7df78,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070431,active,2025-08-12,2025-08-12,416 E 50TH PL,Chicago,IL,"SELF-CERT 2019 CBC: ERECT NEW (3) STORY RESIDENTIAL BUILDING AND ONE STORY DETACHED RESIDENTIAL GARAGE. (6) RESIDENTIAL UNITS. TYPE III-A CONSTRUCTION, R-2 OCC. 416 - 418 E 50TH PLACE. REPORTED_COST:1052700",METROPOLE HOLDINGS LLC,metropole holdings,bf4bf6f075c983ba3cacc04f469618aaf50266f7,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101074844,active,2025-12-09,2025-12-09,2019 W WASHINGTON BLVD,Chicago,IL,"SELF-CERT 2019 CBC: ERECT NEW 4 STORY, 3DU BUILDING W/ BASEMENT, PRIVATE ROOF DECK AND REAR EXTERIOR STEEL STAIRS AND 1 STORY 3 CAR GARAGE W/ROOF DECK AS PER PLANS (OCCUPANCY GROUP R-5; TYPE III-A CONSTRUCTION) REPORTED_COST:1025000",NL INVESTMENTS LLC,nl investments,008e357f825f54654183cde6ff3823c1be28558f,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070738,active,2025-08-19,2025-08-19,2720 N ASHLAND AVE,Chicago,IL,"SELF CERT 2019 CBC: ERECT 3 STORY IIIA MASONRY 6 DWELLING UNIT BUILDING WITH BASEMENT, 13R SPRINKLER SYSTEM, REAR PORCHES ON FIRST FLOOR ,FRONT BALCONIES ON SECOND AND THIRD FL ROOF ACCESS, PRIVATE ROOF DECK AND PERGOLAS, PRINCIPAL BUILDING AND DETACHED 6 CAR GARAGE WITH ROOF DECK, EXISTING OCCUPANCY R-2 , PROPOSED OCCUPANCY R-2, CONSTRUCTION IIIA , PER PLANS.CONDITIONAL APPROVAL PER 14A-4-404.13., RELEASE OF FULL WRECKING PERMIT STILL PENDING. 2720-2722 N ASHLAND AVE. REPORTED_COST:1007850",PLATINUM HOMES DEVELOPMENT CORPORATION,platinum homes developmentoration,96189b85284850847116f08cf5b153fbc9213698,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101038804,active,2025-03-18,2025-03-18,957 W 115TH ST,Chicago,IL,"PROPOSED TOWNHOME DEVELOPMENT W/FOUR 2 STORY UNITS, 4' IRON FENCE, AND TWO 3 CAR GARAGES, PER PLANS. REPORTED_COST:1000000",HABITAT FOR HUMANITY CHICAGO,habitat for humanity chicago,437e6d156b95dc713cfff94ff59d29241ad84841,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101064962,active,2025-07-25,2025-07-25,688 N MILWAUKEE AVE,Chicago,IL,"SPR 2019 CBRC DAYCARE BUILD-OUT INTERIOR BUILD-OUT OF EXISTING 1ST FLOOR BUSINESS USE SPACE FOR A NEW DAY CARE (CHILDREN; INFANTS - PRE-SCHOOL) RE-USE OF EXISTING M.E.P.. SERVICES., PROPOSED E-2 USE GROUP. EXISTING IIIA CONSTRUCTION TYPE. NEW 6'0"" TALL BOARD ON BOARD (SOLID) FENCE AROUND NEW CONDENSERS ON EXISTING PATIO, REPLACEMENT OF EXISTING FENCE/GATE FENCE ALONG MILWAUKEE AV & REWORK OF EXISTING GATE/FENCE ALONG ALLEY PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS ** REPORTED_COST:1000000","MACON CONSTRUCTION GROUP, INC.","macon construction group,.",b1fcffeaf884887c2869097e60d481a6484734bb,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101074096,active,2025-11-13,2025-11-13,1934 N HALSTED ST,Chicago,IL,"SELF CERT CBC 2019: ERECT NEW 3 STORY, 2 UNIT, 3A MASONRY APARTMENT BUILDING W/ DETACHED 2 CAR TYPE 3B FRAME GARAGE WITH ROOF DECK AND NON- COMBUSTIBLE ACCESS STAIR: (OCCUPANCY R-5; CONSTRUCTION TYPE IIIA) REPORTED_COST:1000000",WINSLOW DEVELOPMENT GROUP LLC,winslow development group,14a1ff807190d786cc8fff006924d24d1baed70a,5,"high_rise_multifamily,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101061155,active,2025-07-16,2025-07-16,1141 S KEELER AVE,Chicago,IL,"SPR 2019 CBC - PROPOSED 2 STORY/6 UNIT RESIDENCE, FRONT 5' METAL/5.17' SIDE WOOD FENCES, AND 5 REAR PARKING SPACES (1 ADA), PER PLANS. REPORTED_COST:1000000",A K S 1 IN TRANSPORT INC,a k s 1 in transport,1f9c1f4ad7f0fabfb7415bf6ce5c9f58fcf7ce31,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101077180,active,2026-02-25,2026-02-25,1830 W 22ND PL,Chicago,IL,"NEW CONSTRUCTION 5,005 GSF, 4-STORY, (5) DWELLING UNIT MASONRY STRUCTURE ON AN EXISTING 2,400 GSF LOT TO BE CHANGED FROM AN EXISTING RS-3 ZONE TO A RM-5.5 ZONE. THE EXISTING REAR YARD 2-CAR ENCLOSED MASONRY GARAGE WILL REMAIN. (OCCUPANCY GROUP R-2, TYPE III-A CONSTRUCTION, PIN# 17-30-201-029-0000). REPORTED_COST:1000000","HERNANDEZ CONCRETE, INCORPORATED","hernandez concrete,orporated",6f5bd5cc8ee0dcc5cc11224597b716b17e7d06ea,8,"new_construction,issued_or_awarded_status",True
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101053059,active,2025-08-29,2025-08-29,6601 S EVANS AVE,Chicago,IL,"NEW CONSTRUCTION OF 7 UNIT APARTMENT BUILDING, CONSTRUCTION TYPE VA, OCCUPANCY CLASSIFICATION R-2, INCLUDING NEW ELECTRICAL. PLUMBING AND MECHANICAL EXCAVATION FOR BASEMENT 5'6"" BELOW GRADE, REAR CONCRETE PARKING PAD FOR 5 PARKING SPOTS, TRASH ENCLOSURE, 330' OF 6'-0"" IRON FENCING PER PLANS **CERTIFIED PLANS CORRECTIONS: CONDITIONAL PERMIT SUBJECT TO FIELD INSPECTIONS ** REPORTED_COST:1000000",CLICK DEVELOPMENT LLC,click development,2d59ac99b333e4a3a03094666d8a2cb1dc25879d,11,"new_construction,high_rise_multifamily,indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070670,phased permitting,2025-11-03,2025-11-03,310 W HURON ST,Chicago,IL,DIRECT DEVELOPER SERVICES 2019 CBC INSTALL CAISSONS ONLY FOR 9 STORY RESIDENTIAL BUILDING (CON TYPE 1B FS OCC R2) V3 COMPANIES OF IL REPORTED_COST:1000000,"THATCHER FOUNDATIONS, INC.","thatcher foundations,.",f93ba6fbfd0e0a648deaddbeefecdf92ab7a3ef4,0,,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101063891,active,2025-08-21,2025-08-21,1931 S JEFFERSON ST,Chicago,IL,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR NEW 4-STORY 8-UNIT RESIDENCE WITH A FULL SPRINKLER SYSTEM. (1ST FLOOR + 2ND FLOOR + 3RD FLOOR + 4TH FLOOR + ROOF DECK) (OCCUPANCY GROUP R-2, TYPE V-A CONSTRUCTION) NEW 4-STALL PARKING WITH CURB STOP. NEW REAR STEEL STAIR. PORCELAIN TILE ROOF DECK WITH 42"" HIGH PARAPET WALL AT ROOF PERIMETER. FHA COMPLIANT GROUND FLOOR UNITS. NEW MASONRY TRASH ENCLOSURE. REPORTED_COST:1000000",LUKAVEN DEVELOPMENT LLC,lukaven development,ff381a10c8162d7e238b2044a780092bde5504eb,2,issued_or_awarded_status,False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101074185,active,2025-10-10,2025-10-10,3525 N BELL AVE,Chicago,IL,"SELF-CERT CBC 2019:TWO STORY FRAME 4A SINGLE FAMILY RESIDENCE WITH BASEMENT, DETACHED GARAGE WITCH ROOF DECK, STAIR, TRELLIS AND SCREEN: (OCCUPANCY R-5; CONSTRUCTION TYPE VA) REPORTED_COST:1000000","MIDTOWN DEVELOPMENT, LLC","midtown development,",df4bd85143ebb1a816edfbc05e6871b79bf624d0,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101068636,active,2025-08-12,2025-08-12,5754 N ELSTON AVE,Chicago,IL,SELF CERT 2019 CBC: ERECT A NEW TWO STORY FRAME TWO DWELLING UNIT BUILDING WITH BASEMENT AS PER PLANS (OCCUPANCY R2; CONSTRUCTION TYPE VA) REPORTED_COST:1000000,ROBE INC,robe,c300369bea03b4e6a47b7d6dd91ebcba3c6098be,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101070277,active,2025-08-05,2025-08-05,1912 W SCHOOL ST,Chicago,IL,SELF CERT 2019 CBC: ERECT NEW CUSTOM TWO STORY VA FRAME SINGLE FAMILY RESIDENCE WITH BASEMENT AND DETACHED TWO CAR FRAME GARAGE WITH ROOF DECK AND METAL STAIRS AS PER PLANS (OCCUPANCY R5; CONSTRUCTION TYPE VA) REPORTED_COST:1000000,WINSLOW DEVELOPMENT GROUP LLC,winslow development group,11ddeed2b93aac4243dcf53aeaab5fe7bbf0aa98,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101019928,active,2025-11-26,2025-11-26,3202 N HARLEM AVE,Chicago,IL,"SPR 2019 CBC - NEW CONSTRUCTION OF GAS STATION WITH NEW AUTOMATIC CAR WASH 4,410 SQ FT, ONE STORY, CONSTRUCTION TYPE 1-B, RETAIL SPACE AND GARBAGE ENCLOSURE AS PER PLANS (CONTINUATION OF APP. 100857413 / 3200 N HARLEM AVE) REPORTED_COST:1000000","ZAR CONSTRUCTION AND DEVELOPMENT, INC","zar construction and development,",8989abe791fb96c8a7a374c791287138bb3dd8f0,6,"new_construction,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101049418,phased permitting,2025-06-26,2025-06-26,410 N ELIZABETH ST,Chicago,IL,"DDS 2019 CBC: CAISSONS ONLY PERMIT FOR A 33-STORY MIXED OCCUPANCY BUILDING WITH 25 FLOORS OF RESIDENTIAL APARTMENTS TOTALING 384 UNITS. (OCCUPANCY GROUPS: R-2, M, S-2; TYPE 1A CONSTRUCTION). ALL AS PER PLANS.CONSULTANT REVIEWER: V3 COMPANIES OF IL REPORTED_COST:1000000",CLARK CONSTRUCTION GROUP CHICAGO LLC,clark construction group chicago,dacaf2aba65c85dc69496466b64c24d71aaf15a1,5,"high_rise_multifamily,generator_or_ups",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101066336,active,2025-04-11,2025-04-11,705 W CHICAGO AVE,Chicago,IL,"DDS 2019 CBC: REVISION TO CAISSONS AND PILES ONLY PERMIT 101064196. REVISION INCLUDES ONE CAISSON INCREASED IN SIZE FOR UPLIFT CAPACITY, THREE CAISSONS REVISED FROM ROCK SOCKET CAISSONS TO BELLED CAISSONS, AND ALL CAISSONS AND PILES WITHIN 30' PROXIMITY TO DWM FACILITIES. VERTICAL PENETRATION ONLY. (OCC GROUPS A-1, A-2, B, R-1, S-2; CONST TYPE IN) CONSULTANT REVIEWER: GLOBETROTTERS ENGINEERING REPORTED_COST:1000000","GILBANE BUILDING COMPANY, INC.","gilbane building,.",8d4d31f398cd54216b6af068cd924a25d4ad6ab0,4,"generator_or_ups,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101073326,active,2025-10-28,2025-10-28,2222 W MORSE AVE,Chicago,IL,"SELF CERT 2019 CBC: ERECT NEW 3 STORY, 7DU APARTMENT BUILDING W/BASEMENT W/7 REAR EXTERIOR PARKING SPACES AND MASONRY TRASH ENCLOSURE AS PER PLANS (OCCUPANCY R-5: TYPE III-A CONSTRUCTION) REPORTED_COST:986000","MPI CONTRACTING, INC.","mpi contracting,.",9ece40390694c3bf9d446495d1ab1839f3c222c2,7,"high_rise_multifamily,indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101063559,active,2025-04-29,2025-04-29,2855 N TROY ST,Chicago,IL,"SELF-CERT 2019 CBC: FULL BUILDING PERMIT FOR 2 STORY + BASEMENT 2 DWELLING UNIT RESIDENCE, WITH 2 INDOOR AND 1 OUTDOOR PARKING SPACE (OCCUPANCY GROUP R-5, TYPE VA CONSTRUCTION) ADU UNDER SEPARATE PERMIT # 101063884. REPORTED_COST:977900",WEISFELD CONSTRUCTION LTD,weisfeld construction,93ec9c6d6b5266d78f5cf207a6ae990ccfce7a3c,4,"indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101073110,active,2025-10-03,2025-10-03,3726 N ASHLAND AVE,Chicago,IL,"SELF CERT. PROJECT 2019 CBRC. NEW CONSTRUCTION: 4-STORY 3-DU MASONRY BUILDING W/ FINISHED BASEMENT, ROOFTOP ACCESS STAIRS, PRIVATE ROOFTOP DECK, REAR STEEL EGRESS STAIRS, 3-CAR MASONRY GARAGE, 3 BIKE PARKING SPACESCONSTRUCTION TYPE IIIA (USE GROUP R-5)AS PER PLANS REPORTED_COST:950000",KEY BUILDERS INC,key builders,75ead83660f5b3d5f93e375f1ece5394082aeae1,8,"new_construction,indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101062755,active,2025-05-20,2025-05-20,2923 N SOUTHPORT AVE,Chicago,IL,"SELF CERT 2019 CRBC; REVISION TO PERMIT #101012788 TO INCREASE ELECTRICAL SERVICE SIZE TO 800A, NEW ONE LINE DIAGRAM AND DETAILS FOR NEW CONSTRUCTION, MASONRY, 4-STORY MIXED USED BUILDING WITH GROUND FLOOR COMMERCIAL AND 3 RESIDENTIAL UNIT ABOVE INCLUDING FRONT AND REAR BALCONIES, ROOFTOP DECK AND ATTACHED GARAGE WITH PARTIAL ROOF DECK. (OCCUPANCY GROUP R-5; TYPE IIIA CONSTRUCTION). REPORTED_COST:950000",MCKINNEY GROUP LLC,mckinney group,c81195321b865f452583c279b0c020903c4831a1,9,"new_construction,high_rise_multifamily,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101069127,active,2025-12-22,2025-12-22,4928 N DAMEN AVE,Chicago,IL,"SELF-CERT 2019 CBC:ERECT NEW 3 STORY, III-A, 3DU APARTMENT BUILDING W/BASEMENT AND ROOF DECK/ENCLOSURE, REAR PATIO, REAR STAIRS, FRONT DECKS AND DETACHED 1 STORY, III-A, 3 CAR GARAGE WITH ROOF DECK AS PER PLANS (OCCUPANCY GROUP R-5, TYPE III-A CONSTRUCTION) *STRUCTURAL PEER REVIEW* REPORTED_COST:950000",PROFUS CONSTRUCTION CORP,profus construction,f3e0e9f1356c06df2152f0420ff9011823cf7eb1,7,"high_rise_multifamily,indoor_or_tight_access,issued_or_awarded_status",False
permit,https://data.cityofchicago.org/Buildings/Building-Permits/ydr8-5enu,2026-03-01T19:06:52+00:00,"Chicago, IL",101071439,active,2025-09-25,2025-09-25,1242 W NELSON ST,Chicago,IL,"SELF-CERT 2019 CBC: NEW CONSTRUCTION (1,478) SQ. FT. 2-STORY, TYPE VA FRAME, 30' HT., SINGLE-FAMILY RESIDENCE WITH BASEMENT, INCLUDING NEW CONCRETE FRONT PORCH, NEW (200) SQ. FT., TYPE VA FRAME, REAR ENCLOSED PORCH AND DECK, NEW (1,148) SQ. FT. ROOF DECK WITH ROOF ACCESS ENCLOSURE AND WOOD PERGOLA, AND NEW (288) SQ. FT. 2-CAR, CONCRETE, REAR PARKING PAD. (OCCUPANCY GROUP R-5; TYPE VA CONSTRUCTION) REPORTED_COST:950000",G ALAN DEVELOPMENT GROUP LLC,g alan development group,69f3b93af1c3220442232f8cb83cb833b367983d,8,"new_construction,indoor_or_tight_access,issued_or_awarded_status",False
